"Z" "Zr" "d" "ConcConst" "CM.gw" "c" "alpha" "lambda" "meanM" "sdM" "meanSmM" "sdSmM" "meanP" "sdP" "meanCM" "sdCM" "minCM" "maxCM" "cum_flux" "Pzero"
"1" 4758.09250294697 357.72446833471 0.135769131216367 11.5054910397157 9.61524171754718 7.60634623875376 1.07180893882178 0.388931610458531 79.9097216347161 31.7069832325196 19221.5439194967 5615.86783471979 20.8393148120537 51.3242553334479 88.9392952702022 385.51531244297 2.28759102107105 3073.17934517073 -16322.8429258289 0
"2" 4699.02836566325 377.973381086231 0.135721935109844 9.8678566084709 14.3467238824815 9.4068372505717 0.954344142694026 0.284440477658063 5.12039522335848 8.96929144870261 10514.9947151168 3705.07711082705 156.236957868519 100.244061165067 803.216073973136 1431.60634909118 2.49624352466335 9936.87640157017 403.058074993681 0
"3" 1706.64312131703 321.304346052971 0.147325503761289 2.99641858669929 8.62679505022243 9.26112070330419 1.11298521689605 0.857249183394015 3.71802617042087 5.6830703599987 9519.38298939045 3260.75667149184 483.596039373243 173.315100155963 179.124405971035 203.59342637286 2.16790892686891 1330.85303015306 4900.46825796562 0
"4" 9848.47112779971 468.737144255542 0.150991789608263 5.78559079323895 13.7313474866096 7.67428490973543 1.096553036361 0.660472671175376 122.829026054686 22.8396831948502 16439.3962458233 4661.27257254279 10.0927300104516 42.8431884947807 5.44637952435894 36.4980401079299 1.18137232211897 824.529870178271 -32365.4189681701 0
"5" 637.439099256881 520.104270712652 0.147149969758162 3.1356968160253 1.37511676526628 6.06843352201395 1.15173551277258 0.940807623416185 152.976515135194 0.928908672210217 11318.6546155887 4075.76319386886 1.34570712711308e-15 1.13935968643344e-14 1.26573728425873 0.455395496093806 0.50236898245936 2.0577438507691 -53012.5336465919 0
"6" 7112.68796003424 391.066711233964 0.0970845540190241 9.16917450609617 3.81237021647394 7.60035876766779 1.36636698266957 0.91104138516821 2.60008672819645 5.33148935688297 34146.0304872301 12730.8702586791 671.127446791338 189.895589308691 1659.45709899266 3475.65324988206 5.72951793640391 41382.487911853 144.899438015724 0
"7" 7889.77171853185 359.947546649833 0.106778497173747 7.07221057964489 2.41858185385354 3.75076813390478 0.64414484098088 0.943017467972822 97.188204975148 2.41619429822666 14697.9083277885 5118.23464177301 2.56551961660251e-14 2.06799695520313e-13 2.58788191960093 0.898762336578256 1.02909844040704 4.30425847702181 -30497.2905841149 0
"8" 569.700358551927 397.630624423131 0.22313120923534 10.6285839190241 11.5236105176155 9.54691879625898 1.2952307370957 0.57210332006216 117.126912162211 1.03512927402364 28339.3814574925 9519.0673417904 5.40520805887324e-34 6.73675409240385e-33 4.14030033174527 1.38777497389065 1.62805060087319 6.61901562819387 -39038.9096776523 0
"9" 3520.21817362402 456.95109160968 0.263845138821557 5.03962524351664 2.46116302907467 5.77252699702512 1.00779492608272 0.843423641473055 126.490465557628 2.51992421247827 13965.1101368712 5117.9173083807 7.91523201818034e-43 1.08652772060045e-41 1.88968718985151 0.690256176648381 0.666046032631473 3.10638372604406 -43283.2375754132 0
"10" 4952.09456398152 339.737036540344 0.185313158093451 13.1550951849204 6.56572469626553 8.07187257800251 0.933434842550196 0.789644303615205 91.2420932439578 9.52016100755512 31679.8028142932 12913.9200227438 2.88426328420176 17.762550079228 9.26385324379898 81.7587782270602 2.49661037744114 2009.45906954707 -36707.9366248356 0
"11" 3780.35411785822 419.786330098564 0.0640662125346302 0.426017978461459 5.84564919001423 2.87182840867899 1.2924959104741 0.714403154444881 12.056377876283 17.1269684688724 1378.07377806303 491.654371130753 314.287407330497 84.2041145949675 32.6156399094342 70.9349865652338 0.240865995522975 497.34372054517 688.595317654539 0
"12" 9228.1906241551 324.80449190338 0.116309727039941 1.02306870510802 8.37254590820521 8.28312926052604 0.739379323460162 0.697965056286193 3.1608720693285 4.62630589640282 1701.71830222619 616.99705544711 274.207553166909 116.323351501438 162.317389609927 430.339730295107 0.726183141122012 3713.9372955172 76.2032133857098 0
"13" 8578.95824639127 496.301612489293 0.11259223593636 4.95340817724355 9.63325149030425 8.96764743782114 1.4697405458428 0.68925434446428 2.68132600702761 4.93583267518413 17059.2976592686 5786.77770763603 577.575788176494 212.424145659058 2314.51795385048 9198.91379015 6.15127748645753 118720.776400639 91.2366764699598 0
"14" 6452.71174365189 477.309774139091 0.208194890435806 13.9893302426208 7.24670798052102 3.29169201664627 1.38801350514404 0.908120370074175 134.657434194791 0.00585724213263017 54362.688126451 19307.3889367482 3.95254813520265e-53 5.79747148909655e-52 6.90812661370849 2.45348134480495 2.66928195438509 11.1467102627342 -57317.9729166601 0
"15" 1880.98103238735 400.84261170179 0.136928784692996 6.80318485130556 6.2999740219675 6.26119743683375 1.08807776905596 0.820696859317832 111.846652542043 1.8481604355235 19961.5420743359 7327.26818221004 4.25193498289061e-15 3.64230827786111e-14 3.050968083847 1.10792799413389 1.10457159801631 5.03708451354305 -46073.8231230367 0
"16" 6474.01980869472 339.353921353138 0.121306989368451 4.84136107494123 11.6125522227958 3.75570369360503 1.11607144202571 0.53958261073567 92.2898592813039 2.67447256669798 12203.222941176 4391.5815052688 2.56129416226399e-18 2.25299317771074e-17 2.26359203390713 0.821947208620859 0.942925933830234 3.75550658549459 -35441.8948784503 0
"17" 5107.59418550879 369.894134696344 0.165520752266081 14.1152987047099 11.1486933636479 5.57682383165229 0.887105669220909 0.787327360338531 100.890647038625 2.90225097620226 36381.7298076115 12004.3601049262 5.08189294664751e-05 0.000587608391949143 6.19662080830226 2.09792788352269 2.1409271156694 10.2295841394081 -36631.971149295 0
